name,year,cluster,type,x.coordinate,y.coordinate,location,lat,lng
AK/4/93,1993,BE92,AG,6.21149646514,-3.78938137621,AKITA,39.71,140.09
ES/5458/93,1993,BE89,AG,-1.49157207046,-3.05681028831,ENSCHEDE,52.22,6.89
MA/G101/93,1993,BE89,AG,-3.24655461052,-0.607776140264,MADRID,40.4,-3.6834
MA/G109/93,1993,BE92,AG,3.506467679,-4.32543421434,MADRID,40.4,-3.6834
MA/G116/93,1993,BE89,AG,-3.43368131665,-1.8122696088,MADRID,40.4,-3.6834
MA/G122/93,1993,BE92,AG,3.64968816866,-4.81862133661,MADRID,40.4,-3.6834
MA/G130/93,1993,BE92,AG,4.79662733798,-2.00706378933,MADRID,40.4,-3.6834
NL/3/93,1993,BE92,AG,2.81272094625,-3.22160969472,NETHERLANDS,52.08,4.27
NL/17/93,1993,BE92,AG,2.92279927711,-1.47858665912,NETHERLANDS,52.08,4.27
NL/101/93,1993,BE92,AG,4.88823494427,-1.35563605121,NETHERLANDS,52.08,4.27
NL/115/93,1993,BE92,AG,4.77527692255,-2.05706373501,NETHERLANDS,52.08,4.27
NL/126/93,1993,BE92,AG,5.20604427226,-1.21024109081,NETHERLANDS,52.08,4.27
NL/165/93,1993,BE89,AG,-4.10720708978,-1.88748782322,NETHERLANDS,52.08,4.27
NL/179/93,1993,BE92,AG,3.48349392796,-2.80764873215,NETHERLANDS,52.08,4.27
PA/287/93,1993,BE89,AG,-2.14734166519,-2.57376623173,PARIS,48.8667,2.3333
SG/6/93,1993,BE92,AG,6.2815131443,-4.1117634908,SHIGA,35.14,136.19
YA/56/93,1993,BE92,AG,6.58878667322,-3.90562949304,YAMAGA,33.05,130.73
YA/61/93,1993,BE92,AG,7.74092466464,-2.69794508241,YAMAGA,33.05,130.73
YA/62/93,1993,BE92,AG,6.9318998971,-3.59489299905,YAMAGA,33.05,130.73
NL/399/93,1993,WU95,AG,0.306469664275,-5.83829806956,NETHERLANDS,52.08,4.27
SD/9/93,1993,BE92,AG,5.92814349789,-3.28822174843,SHANGDONG,36.6,117.23
LY/672/93,1993,BE92,AG,5.15288974415,-3.5740288213900002,LYON,45.77,4.83
LY/1803/93,1993,BE92,AG,4.99184123179,-2.77173831409,LYON,45.77,4.83
NL/357/93,1993,BE92,AG,4.3124774922,-3.62635570209,NETHERLANDS,52.08,4.27
NL/371/93,1993,BE92,AG,5.84376176589,-4.71312003383,NETHERLANDS,52.08,4.27
NL/372/93,1993,WU95,AG,0.515516822105,-6.63961056614,NETHERLANDS,52.08,4.27
NL/398/93,1993,BE92,AG,3.13147272033,-4.4393786074,NETHERLANDS,52.08,4.27
NL/440/93,1993,BE92,AG,3.82947150556,-3.53761088497,NETHERLANDS,52.08,4.27
OS/2219/93,1993,BE92,AG,4.07320220471,-5.08314962823,OSLO,59.9167,10.75
OS/2352/93,1993,BE92,AG,5.28800540492,-2.66949699295,OSLO,59.9167,10.75
ST/20/93,1993,BE92,AG,3.33528889555,-4.98439248211,STOCKHOLM,59.3508,18.0973
VI/104/93,1993,BE92,AG,4.4902112554,-3.35209837833,VICTORIA,48.4333,-123.35
WE/59/93,1993,BE92,AG,5.22466326502,-4.56181350211,WELLINGTON,-41.3,174.7833
SP/19/93,1993,WU95,AG,0.555022206636,-6.34070858659,SINGAPORE,1.293,103.8558
LY/1815/93,1993,BE92,AG,4.29786622156,-5.32645753634,LYON,45.77,4.83
LY/22686/93,1993,BE92,AG,5.06037776913,-4.18267634246,LYON,45.77,4.83
LY/23602/93,1993,BE92,AG,3.30700251863,-4.86076540382,LYON,45.77,4.83
SP/3/93,1993,BE92,AG,5.07924709527,-2.83047780782,SINGAPORE,1.293,103.8558
HK/1/94,1994,BE92,AG,3.73027296427,-5.03425078155,HONGKONG,22.33,114.17
HK/2/94,1994,BE92,AG,4.39590893004,-4.29621103532,HONGKONG,22.33,114.17
HK/55/94,1994,BE92,AG,3.27141111531,-5.55124609456,HONGKONG,22.33,114.17
HK/56/94,1994,BE92,AG,3.73088515216,-5.36912167242,HONGKONG,22.33,114.17
SA/15/94,1994,BE92,AG,3.65127717325,-5.25992901566,SOUTH AUSTRALIA,-29.3,135.74
SA/25/94,1994,BE92,AG,4.00274522417,-5.38377744626,SOUTH AUSTRALIA,-29.3,135.74
GD/25/93,1993,BE92,AG,5.8096867803,-5.10998488084,GUANGDONG,23.11,113.32
SL/142/93,1993,BE92,AG,4.36652614241,-2.55796708252,SCOTLAND,55.95,-3.19
SL/160/93,1993,BE92,AG,5.30601284812,-5.08637487162,SCOTLAND,55.95,-3.19
EN/7/94,1994,WU95,AG,2.05505848682,-7.89420730045,ENGLAND,51.49,0
JO/33/94,1994,BE92,AG,6.56668138493,-5.16907334512,JOHANNESBURG,-26.17,28.03
FI/338/95,1995,WU95,AG,1.12890386523,-6.0876391814,FINLAND,60.1756,24.9341
ST/506/95,1995,BE92,AG,2.65540934838,-5.26790791408,STOCKHOLM,59.3508,18.0973
JO/47/94,1994,BE92,AG,6.09570493306,-4.03040541165,JOHANNESBURG,-26.17,28.03
GE/A9509/95,1995,WU95,AG,0.955018190357,-4.71361255079,GENEVA,46.21,6.14
HK/32/95,1995,BE92,AG,4.07708784441,-5.19799856101,HONGKONG,22.33,114.17
GE/6447/91,1991,BE89,AG,-3.46104984325,-1.88049198274,GENEVA,46.21,6.14
LY/1189/91,1991,BE89,AG,-2.35750984054,-1.41434006089,LYON,45.77,4.83
LY/1276/91,1991,BE89,AG,-1.64718159353,-2.88075280598,LYON,45.77,4.83
LY/1337/91,1991,BE89,AG,-2.8402637087,-1.72892160448,LYON,45.77,4.83
LY/1373/91,1991,BE89,AG,-2.52988371244,-1.5911036728,LYON,45.77,4.83
LY/1594/91,1991,BE89,AG,-3.51935773983,-1.07179443829,LYON,45.77,4.83
LY/23672/91,1991,BE89,AG,-3.68478232418,-1.55924908801,LYON,45.77,4.83
LY/24103/91,1991,BE89,AG,-3.05272650253,-0.913255401024,LYON,45.77,4.83
LY/24222/91,1991,BE89,AG,-1.53610370902,-1.70125454603,LYON,45.77,4.83
ST/20/91,1991,BE89,AG,-3.14983066387,-1.03560402152,STOCKHOLM,59.3508,18.0973
FI/218/92,1992,BE89,AG,-3.43651254316,-2.44612207084,FINLAND,60.1756,24.9341
GE/5113/92,1992,BE89,AG,-3.91956167336,-0.86610845902,GENEVA,46.21,6.14
HO/56798/92,1992,BE89,AG,-3.52571176388,-1.6413868407,HOUSTON,29.7869,-95.3905
HO/56829/92,1992,BE89,AG,-2.12698786344,-1.44557506531,HOUSTON,29.7869,-95.3905
HO/56941/92,1992,BE89,AG,-2.48762248382,-2.1930470996700002,HOUSTON,29.7869,-95.3905
OV/31/92,1992,BE89,AG,-2.00705075483,-0.300054083302,OVIEDO,43.3505,-5.83
NI/3126/92,1992,BE89,AG,-2.98931658232,-1.55347004359,NIJMEGEN,51.83,5.84
NL/823/92,1992,BE89,AG,-2.84383153155,-1.88663196811,NETHERLANDS,52.08,4.27
PA/320/92,1992,BE89,AG,-2.84945293956,-1.21910492423,PARIS,48.8667,2.3333
PA/325/92,1992,BE89,AG,-3.02230511031,-1.26832692937,PARIS,48.8667,2.3333
PA/407/92,1992,BE89,AG,-3.85502358613,-1.02983782312,PARIS,48.8667,2.3333
PA/417/92,1992,BE89,AG,-1.88629738622,-2.48430716086,PARIS,48.8667,2.3333
PA/424/92,1992,BE89,AG,-3.24702162692,-1.90192192002,PARIS,48.8667,2.3333
